thread_id,thread_text,time,cleaned,tweetnlp_topic
p501096289,Poilievre is afraid...he has no policy. The conservatives have no policy; they look at the opinion polls and then try to softball pander to the polls instead of having real plans and real leadership. Poilievre caved on the vax tyranny. Poilievre is sucking Hindu ass for votes...Poilievre has never been anything more than a politician. He's never worked in the free enterprise sector...https://www.youtube.com/watch?v=Kwg3BIwpZLE[Embed],03/21/25(Fri)13:04:16No.501096289,poilievre afraid policy  conservatives policy  look opinion polls try softball pander polls instead real plans real leadership  poilievre caved vax tyranny  poilievre sucking hindu ass votes poilievre never anything politician  never worked free enterprise sector https www youtube com watch v kwgbiwpzle embed ,['news_&_social_concern']
p501097749,">guy investigates government agencies for wasteful spending of tax dollars>liberals: AAAAAAAAAAAHHHHHHHHHHHHH LITERAL NAZI!!!!!!!!!!!!! *rolling on the ground screaming, pissing, and shitting themselves>vandalize people's cars because they guy owns the company, call SWAT teams to the homes of his supportersthey're getting more and more unhinged and violent over the little shit every year, by the time Trump leaves office there will be a literal civil war",03/21/25(Fri)13:23:54No.501097749, guy investigates government agencies wasteful spending tax dollars liberals  aaaaaaaaaaahhhhhhhhhhhhh literal nazi   rolling ground screaming  pissing  shitting vandalize people cars guy owns company  call swat teams homes supportersthey getting unhinged violent little shit every year  time trump leaves office literal civil war,['news_&_social_concern']
p501105820,https://youtu.be/LcVn7kn0VuM[Embed]When will they learn?,03/21/25(Fri)15:08:24No.501105820,https youtu lcvnknvum embed learn ,['diaries_&_daily_life']
p501099049,"Uh oh.. looks like theyre turning comments off, just like biden did. Sigh.",03/21/25(Fri)13:41:07No.501099049,uh oh  looks like theyre turning comments  like biden  sigh ,['news_&_social_concern']
p501099049,"Uh oh.. looks like theyre turning comments off, just like biden did. Sigh.",03/21/25(Fri)13:41:07No.501099049,uh oh  looks like theyre turning comments  like biden  sigh ,['news_&_social_concern']
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555,protestantism sort anti religion  course existence  shattered cultural patrimony europe denuded christianity venerable religious traditions  led europeans slippery slope passed liberalism  deism called enlightenment crapped us nihilismland  marxist thugs  satanists positivist pointyheads putt  imagine anyone wanting convert christianity would choose protestant denomination first preference ,['news_&_social_concern']
p501096666,"Hitler wrote this 100 years ago in Mein Kampf, how the fuck can anyone still deny it when he has predicted EVERYTHING. You're literally retarded if you can't see how unlikely it would be for him to just guess and arrive at almost prophetic writing. It's the Jews.",03/21/25(Fri)13:09:25No.501096666,hitler wrote  years ago mein kampf  fuck anyone still deny predicted everything  literally retarded see unlikely would guess arrive almost prophetic writing  jews ,"['arts_&_culture', 'news_&_social_concern']"
p501104662,tf vladdy gon do?,03/21/25(Fri)14:53:52No.501104662,tf vladdy gon ,[]
p501105833,REMINDER - YOU VOTED FOR HIGH GROCERY PRICEShttps://x.com/atrupar/status/1903079341010854054,03/21/25(Fri)15:08:36No.501105833,reminder   voted high grocery priceshttps x com atrupar status ,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501105917,I find this disrespectful honestly. Does the CIA even bother trying at all anymore?,03/21/25(Fri)15:09:50No.501105917,find disrespectful honestly  cia even bother trying anymore ,['diaries_&_daily_life']
p501092555,"Protestantism is to me a sort of anti-religion. Over the course of its existence, it has shattered the cultural patrimony of Europe and denuded Christianity of all its venerable religious traditions. It led Europeans down a slippery slope that passed by Liberalism, Deism and the so-called Enlightenment and crapped us out in Nihilismland, where marxist thugs, satanists and positivist pointyheads all putt about. I can't imagine why anyone wanting to convert to Christianity would choose a protestant denomination as their first preference.",03/21/25(Fri)12:13:04No.501092555,protestantism sort anti religion  course existence  shattered cultural patrimony europe denuded christianity venerable religious traditions  led europeans slippery slope passed liberalism  deism called enlightenment crapped us nihilismland  marxist thugs  satanists positivist pointyheads putt  imagine anyone wanting convert christianity would choose protestant denomination first preference ,['news_&_social_concern']
p501096666,"Hitler wrote this 100 years ago in Mein Kampf, how the fuck can anyone still deny it when he has predicted EVERYTHING. You're literally retarded if you can't see how unlikely it would be for him to just guess and arrive at almost prophetic writing. It's the Jews.",03/21/25(Fri)13:09:25No.501096666,hitler wrote  years ago mein kampf  fuck anyone still deny predicted everything  literally retarded see unlikely would guess arrive almost prophetic writing  jews ,"['arts_&_culture', 'news_&_social_concern']"
p501089871,Made by boeing though so will it be bogged? Apparently it's been flying for 5 years,03/21/25(Fri)11:38:10No.501089871,made boeing though bogged  apparently flying  years,['diaries_&_daily_life']
p501100490,How is Trump destroying america? Name every step he is taking on this direction.,03/21/25(Fri)14:01:14No.501100490,trump destroying america  name every step taking direction ,['news_&_social_concern']
p501080179,Who convinced the majority that shitalians are white? They’re literally brown semitic tomatokikes,03/21/25(Fri)09:05:38No.501080179,convinced majority shitalians white  they’re literally brown semitic tomatokikes,['news_&_social_concern']
p501103671,What was the point of Assad?,03/21/25(Fri)14:41:32No.501103671,point assad ,[]
p501080933,,03/21/25(Fri)09:19:55No.501080933,,
p501105139,UK: The prime minster firmly believes his nation’s rape gang crisis is due to Islamophobia. If the English would just adopt Pakistani culture they would stop raping children.YOUR HATE IS TO BLAME FOR CHILDREN BEING RAPED.https://x.com/amuse/status/1903019271849959803,03/21/25(Fri)14:59:33No.501105139,uk  prime minster firmly believes nation’s rape gang crisis due islamophobia  english would adopt pakistani culture would stop raping children hate blame children raped https x com amuse status ,['news_&_social_concern']
p501103530,"White aryan chad from South india hereI dont understandDo white fathers ever tell their snow bunnies to dress modestly, be fully covered, and not be promiscuous? Or is it just Western culture, since women in the East don’t engage in that cuckoldry?",03/21/25(Fri)14:39:43No.501103530,white aryan chad south india herei dont understanddo white fathers ever tell snow bunnies dress modestly  fully covered  promiscuous  western culture  since women east don’t engage cuckoldry ,"['fashion_&_style', 'news_&_social_concern']"
p501097253,"india failed to attract factories from china, what went wrong?>https://x.com/BeijingDai/status/1903078818258329813/photo/1Reuters reported that India has abandoned its four-year, $23 billion PLI program. The sole purpose of this plan is to attract manufacturing to leave China and come to India, increasing the proportion of manufacturing in the Indian economy to 25% by 2025. However, the reality is that the proportion of manufacturing in India's GDP has decreased from 16% in 2015 to 13% now.India's GDP is still growing at a rate of around 6%, but mainly from the service industry. As long as India cannot succeed in manufacturing, its threat to China will only be verbal. The Chinese should never underestimate this threat. The Indians have fully demonstrated their hostility in the past few years. Of course, they lack the ability to realize this threat with poor manufacturing.I have always said that Modi's biggest strategic mistake is to make the Chinese greatly increase their vigilance against India. The Chinese government allowed Chinese mobile phones, such as Xiaomi and Vivo, to invest in India before 2019, and the mobile phone industry is now basically the only highlight of Indian manufacturing, but China will never make such a mistake again.https://www.reuters.com/markets/emerging/indias-23-bln-plan-rival-china-factories-lapse-after-it-disappoints-2025-03-21/Exclusive: India's $23 billion plan to rival China factories to lapse after it disappoints",03/21/25(Fri)13:16:54No.501097253,india failed attract factories china  went wrong https x com beijingdai status  photo reuters reported india abandoned four year    billion pli program  sole purpose plan attract manufacturing leave china come india  increasing proportion manufacturing indian economy     however  reality proportion manufacturing india gdp decreased      india gdp still growing rate around   mainly service industry  long india cannot succeed manufacturing  threat china verbal  chinese never underestimate threat  indians fully demonstrated hostility past years  course  lack ability realize threat poor manufacturing always said modi biggest strategic mistake make chinese greatly increase vigilance india  chinese government allowed chinese mobile phones  xiaomi vivo  invest india   mobile phone industry basically highlight indian manufacturing  china never make mistake https www reuters com markets emerging indias  bln plan rival china factories lapse disappoints    exclusive  india   billion plan rival china factories lapse disappoints,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501102658,"antifa violence, endless new waves of vandalism, and now ordering assassination-by-cop on peoplewtf else do they need to do before people step in?or are they just hoping the right will take matters into their own hands so they can blame it on them?",03/21/25(Fri)14:28:41No.501102658,antifa violence  endless new waves vandalism  ordering assassination cop peoplewtf else need people step hoping right take matters hands blame ,['news_&_social_concern']
